F59,F61,F64,F109,F111,F114,F115,F116,F117,F120,F121,F122,F123,F126,F157,F158,F159,F160,F161,F162,F223,F224,F225,F228,F229,F230,F231,F234,F265,F266,F267,F268,F269,F270,F321,F527,F531,F670,F778,F844,F850,F886,F994,F996,F1102,F1104,F1212,F1320,F1428,F1492,F1498,F1536,F1692,F1926,F1932,F1966,F1968,F2034,F2040,F2074,F2076,F2082,F2122,F2142,F2148,F2182,F2184,F2285,F2481,F2578,F2582,F2678,F2686,F2737,F2779,F2956,F3043,F3502,F3504,F3532,F3534,F3610,F3612,F3640,F3642,F3748,F3750,F3836,F3887,F3894,F3898,F3908,F3913,F3914,F59_isnan,F60_isnan,F61_isnan,F62_isnan,F63_isnan,F64_isnan,F157_isnan,F159_isnan,F160_isnan,F162_isnan,F265_isnan,F267_isnan,F268_isnan,F270_isnan,F364_isnan,F365_isnan,F366_isnan,F367_isnan,F368_isnan,F369_isnan,F466_isnan,F468_isnan,F471_isnan,F568_isnan,F570_isnan,F571_isnan,F573_isnan,F2288_isnan,F2290_isnan,F2291_isnan,F2293_isnan,F2385_isnan,F2386_isnan,F2387_isnan,F2388_isnan,F2389_isnan,F2390_isnan,F2484_isnan,F2486_isnan,F2487_isnan,F2489_isnan,F2581_isnan,F2583_isnan,F2584_isnan,F2586_isnan,F2681_isnan,F2682_isnan,F2683_isnan,F2684_isnan,F2685_isnan,F2686_isnan,F2782_isnan,F2784_isnan,F2785_isnan,F2787_isnan,F2889_isnan,F2891_isnan,F2892_isnan,F2894_isnan,F2997_isnan,F2998_isnan,F2999_isnan,F3000_isnan,F3001_isnan,F3002_isnan,F3103_isnan,F3105_isnan,F3106_isnan,F3108_isnan,F_account_age_days,F_unsupervised_anomaly_score,F_balance_velocity_per_month,F_balance_velocity_per_day,F3886_Savings,F3924
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,0.51,1.0,1.0,1.0,0.5,1.0,1.0,0.57,1.0,1.0,0.29,1.0,1.0,1.0,0.29,1.0,1.0,1.0,0.27,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.518987342,0.518987342,0.848101266,0.518987342,0.490066225,0.490066225,0.887417219,0.483443709,0.0,0.0,0.488038278,0.488038278,0.870813397,0.483253589,0.17,2.45,-0.37,0.0,0.47,-0.12,-0.01,-0.08,29.0,87.5,-1.0,-1.0,0.42,0.57,-1.0,-1.0,0.41,0.58,0.41,0.88,5997383.71,168,29.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5229,0.06870025636424132,35698.71255952381,1146.946588257793,1.0,0
0.81,0.77,0.72,0.48,0.45,0.6,0.47,0.53,0.44,0.6,0.47,0.53,0.44,0.6,0.48,0.75,0.45,0.64,0.8,0.61,0.36,0.4,0.34,0.44,0.36,0.4,0.34,0.44,0.39,0.75,0.34,0.48,0.8,0.44,0.92,1.09,1.2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.648351648,0.648351648,0.879120879,0.648351648,0.609756098,0.609756098,0.847560976,0.609756098,0.0,0.0,0.536516854,0.536516854,0.851123596,0.530898876,0.0,0.8,-0.13,-0.13,-0.36,-0.46,-0.58,-0.44,29.0,87.5,-1.0,-1.0,0.03,0.38,-1.0,-1.0,0.03,0.39,0.04,0.4,5962257.01,170,43.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5229,0.07251663490170657,35072.100058823526,1140.228917575062,1.0,0
0.61,0.62,0.89,0.58,0.58,0.91,0.59,0.57,0.59,0.91,0.59,0.57,0.59,0.91,0.58,0.54,0.59,0.88,0.77,0.91,0.37,0.36,0.37,0.81,0.37,0.36,0.37,0.81,0.35,0.31,0.37,0.68,0.27,0.81,1.33,0.97,2.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.961538462,0.961538462,0.961538462,0.961538462,0.947368421,0.947368421,0.947368421,0.947368421,0.0,0.0,0.93442623,0.93442623,0.93442623,0.93442623,0.38,1.49,-0.1,0.23,-0.12,0.13,-0.21,-0.18,31.0,87.5,10.87,10.87,0.11,0.29,4.73,4.73,0.21,0.26,0.29,0.54,1317922.25,170,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5229,0.08560423396100253,7752.483823529412,252.04097341747945,0.0,0
0.69,0.63,0.45,0.25,0.23,0.4,0.25,0.31,0.23,0.4,0.25,0.31,0.23,0.4,0.28,0.49,0.23,0.54,0.68,0.41,0.18,0.25,0.14,0.18,0.18,0.25,0.14,0.18,0.19,0.38,0.14,0.33,0.49,0.18,0.94,1.43,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.55,0.55,1.0,0.55,0.580645161,0.580645161,1.0,0.580645161,0.0,0.0,0.679245283,0.679245283,0.981132075,0.679245283,0.38,1.49,-0.1,0.04,-0.12,0.0,-0.04,-0.18,129.0,87.5,-1.0,-1.0,0.22,0.47,-1.0,-1.0,0.27,0.5,0.27,0.47,8004.31,168,56.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5228,0.09186913063363844,47.64470238095238,1.5310462892119359,1.0,0
0.5,0.56,0.59,0.72,0.73,0.68,0.72,0.72,0.73,0.68,0.72,0.72,0.73,0.68,0.74,0.75,0.72,0.71,0.77,0.68,0.38,0.36,0.4,0.4,0.38,0.36,0.4,0.4,0.37,0.32,0.41,0.4,0.39,0.4,1.13,0.94,1.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713043478,0.713043478,0.773913043,0.547826087,0.683257919,0.683257919,0.746606335,0.542986425,0.027149321,0.0,0.65394402,0.65394402,0.770992366,0.547073791,0.38,1.49,-0.1,0.43,-0.12,0.12,-0.37,-0.18,61.0,144.0,-1.0,-1.0,0.14,0.17,-1.0,-1.0,0.12,0.11,0.12,0.03,966482.4,171,65.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223,0.06717806852495739,5651.943859649123,185.04353819643885,1.0,0
0.6,0.71,0.98,0.55,0.63,0.96,0.55,0.49,0.66,0.96,0.55,0.49,0.66,0.96,0.52,0.49,0.58,0.75,0.41,0.95,0.3,0.27,0.34,0.84,0.3,0.27,0.34,0.84,0.31,0.26,0.42,0.72,0.36,0.93,1.63,0.89,2.81,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.428571429,0.428571429,0.142857143,0.0,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,2.0,87.5,-1.0,-1.0,0.05,-0.01,-1.0,-1.0,0.09,-0.05,0.13,-0.06,73561.23,169,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,5223,0.07774973713410854,435.27355029585794,14.084095347501435,1.0,0
0.76,0.72,0.63,0.25,0.25,0.29,0.25,0.26,0.25,0.29,0.25,0.26,0.25,0.29,0.24,0.23,0.24,0.27,0.24,0.29,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.21,0.24,0.18,0.88,1.08,0.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0,2.23,4.13,0.79,0.03,-0.27,-0.06,0.19,0.31,163.0,87.5,-1.0,-1.0,0.79,-1.0,-1.0,-1.0,0.8,-1.0,0.84,-1.0,3017415.75,170,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5223,0.08319263259787746,17749.504411764705,577.7169730040207,1.0,0
0.58,0.59,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.5,0.52,0.61,0.57,0.62,0.57,0.0,0.67,0.99,0.57,0.0,0.67,0.99,0.29,0.27,0.29,0.38,0.3,0.41,1.21,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.619047619,0.619047619,0.619047619,0.547619048,0.644444444,0.644444444,0.644444444,0.577777778,0.0,0.0,0.686746988,0.686746988,0.674698795,0.602409639,2.0,6.0,0.37,0.0,0.09,0.03,0.29,0.49,56.0,87.5,-1.0,-1.0,0.48,0.87,-1.0,-1.0,0.46,0.67,0.4,0.69,461804.84,170,34.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5222,0.06973535180930229,2716.4990588235296,88.43447721179625,1.0,0
0.54,0.53,0.54,0.56,0.59,0.59,0.56,0.51,0.59,0.59,0.56,0.51,0.59,0.59,0.54,0.51,0.56,0.59,0.58,0.59,0.29,0.24,0.32,0.33,0.29,0.24,0.32,0.33,0.29,0.3,0.29,0.39,0.49,0.32,1.05,0.84,1.14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.0,0.0,0.6875,0.6875,0.8125,0.6875,0.65,2.2,-0.04,-0.01,-0.1,-0.12,-0.12,-0.13,651.0,1402.0,34.81,34.81,0.02,0.51,32.99,32.99,-0.01,0.45,-0.07,0.3,607243.26,171,35.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,5222,0.032826483846332966,3551.1301754385963,116.2855725775565,1.0,0
0.45,0.46,0.55,0.41,0.41,0.42,0.41,0.4,0.41,0.42,0.41,0.4,0.41,0.42,0.42,0.42,0.41,0.47,0.39,0.5,0.18,0.13,0.2,0.24,0.18,0.13,0.2,0.24,0.19,0.16,0.19,0.26,0.22,0.28,1.15,0.69,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.413793103,0.413793103,1.0,0.413793103,0.38410596,0.38410596,1.0,0.38410596,0.0,0.0,0.461538462,0.461538462,0.991902834,0.457489879,0.36,1.13,-0.23,-0.05,-0.32,-0.15,-0.32,-0.47,112.0,87.5,-1.0,-1.0,0.42,0.25,-1.0,-1.0,0.41,0.33,0.38,0.57,9483964.46,170,25.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,0.08537620607089041,55788.02623529412,1816.8514291187741,1.0,0
0.9,0.83,0.85,0.77,0.87,0.96,0.77,0.69,0.87,0.96,0.77,0.69,0.87,0.96,0.87,0.89,0.86,0.94,0.91,0.96,0.65,0.63,0.67,0.78,0.65,0.63,0.67,0.78,0.78,0.89,0.71,0.86,0.91,0.82,1.09,0.97,1.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.807017544,0.807017544,0.421052632,0.421052632,0.741071429,0.741071429,0.473214286,0.401785714,0.0,0.015151515,0.686868687,0.686868687,0.429292929,0.383838384,0.38,1.49,-0.1,0.5,-0.12,0.07,-0.28,-0.18,45.0,87.5,-1.0,-1.0,0.27,0.17,-1.0,-1.0,0.25,0.29,0.27,0.27,18902057.21,169,44.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,0.07635722209599816,111846.49236686391,3623.166036036036,0.0,0
0.62,0.61,0.79,0.42,0.42,0.34,0.42,0.41,0.42,0.34,0.42,0.41,0.42,0.34,0.43,0.44,0.42,0.4,0.48,0.34,0.27,0.28,0.26,0.27,0.27,0.28,0.26,0.27,0.27,0.28,0.26,0.33,0.41,0.27,1.29,1.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.75,0.615384615,0.615384615,0.615384615,0.615384615,0.0,0.0,0.470588235,0.470588235,0.470588235,0.470588235,5.24,6.1,1.91,-0.22,-0.44,-0.18,0.09,0.63,89.0,87.5,-1.0,-1.0,0.42,0.93,-1.0,-1.0,0.41,0.83,0.4,0.88,4643.69,169,36.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214,0.10930238339482973,27.47745562130177,0.8906194859992328,0.0,0
0.7,0.69,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.75,0.67,0.67,0.7,0.75,0.67,0.67,0.7,1.0,0.69,0.57,1.0,0.57,1.02,1.05,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.869565217,0.869565217,1.0,0.869565217,0.891304348,0.891304348,1.0,0.891304348,0.0,0.0,0.831460674,0.831460674,1.0,0.831460674,0.38,1.49,-0.1,-0.41,-0.12,-0.19,-0.34,-0.18,121.0,87.5,27.02,27.02,0.2,2.54,13.12,13.12,0.37,3.11,0.37,3.01,777606.9,170,64.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214,0.06507099354071616,4574.158235294118,149.13826237054084,1.0,0
0.45,0.53,0.58,0.57,0.61,0.54,0.58,0.49,0.61,0.54,0.58,0.49,0.61,0.54,0.62,0.89,0.59,0.63,0.99,0.6,0.3,0.19,0.34,0.33,0.3,0.19,0.34,0.33,0.28,0.0,0.32,0.32,0.0,0.35,1.19,0.67,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642857143,0.642857143,0.428571429,0.428571429,0.717948718,0.717948718,0.641025641,0.58974359,0.0,0.0,0.726027397,0.726027397,0.801369863,0.657534247,0.0,0.04,-0.07,-0.07,-0.44,-0.41,-0.45,-0.47,44.0,87.5,-1.0,-1.0,-0.19,1.4,-1.0,-1.0,-0.07,1.37,-0.14,1.24,1814069.25,169,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5213,0.07345048887781092,10734.137573964497,347.9894974103203,1.0,0
0.77,0.81,0.82,0.46,0.46,0.31,0.46,0.45,0.46,0.31,0.46,0.45,0.46,0.31,0.46,0.45,0.46,0.28,0.25,0.31,0.35,0.27,0.37,0.25,0.35,0.27,0.37,0.25,0.35,0.27,0.37,0.15,0.05,0.25,0.69,0.78,0.72,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.568181818,0.568181818,0.522727273,0.454545455,0.563106796,0.563106796,0.640776699,0.504854369,0.019417476,0.004672897,0.537383178,0.537383178,0.644859813,0.509345794,0.38,1.49,-0.1,0.05,-0.12,-0.06,-0.12,-0.18,150.0,87.5,-1.0,-1.0,0.1,0.51,-1.0,-1.0,0.2,0.6,0.22,0.74,15667285.65,169,37.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,0.08512491831856289,92705.83224852072,3007.156554702495,1.0,0
0.5,0.49,0.74,0.52,0.55,0.37,0.52,0.33,0.55,0.37,0.52,0.33,0.55,0.37,0.52,0.33,0.55,0.45,0.54,0.37,0.26,0.2,0.27,0.28,0.26,0.2,0.27,0.28,0.26,0.2,0.27,0.33,0.4,0.28,1.48,0.77,1.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,0.0,0.666666667,0.666666667,0.0,0.0,0.0,0.0,0.777777778,0.777777778,0.0,0.0,0.09,1.26,-0.32,-0.01,0.04,0.05,-0.04,-0.29,164.0,87.5,-1.0,-1.0,0.82,1.64,-1.0,-1.0,0.79,1.48,0.89,1.53,33905.35,168,32.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,0.06616172436129031,201.8175595238095,6.507744721689059,1.0,0
0.54,0.52,0.91,0.5,0.48,0.89,0.51,0.56,0.49,0.89,0.51,0.56,0.49,0.89,0.51,0.56,0.49,0.9,0.91,0.89,0.27,0.33,0.25,0.81,0.27,0.33,0.25,0.81,0.27,0.33,0.25,0.76,0.72,0.81,1.56,1.23,2.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.733333333,0.733333333,0.533333333,0.533333333,0.75,0.75,0.5,0.5,0.0,0.0,0.697674419,0.697674419,0.534883721,0.465116279,0.06,0.21,-0.4,-0.08,-0.44,-0.38,-0.63,-0.66,224.0,87.5,5.84,5.84,0.67,3.18,5.83,5.83,0.68,3.2,0.63,3.11,66082.49,170,26.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208,0.09321823564314996,388.72052941176474,12.688650153609832,1.0,0
0.7,0.59,0.7,0.48,0.64,0.53,0.47,0.4,0.68,0.53,0.47,0.4,0.68,0.53,0.37,0.37,0.52,0.36,0.36,0.62,0.24,0.23,0.28,0.27,0.24,0.23,0.28,0.27,0.26,0.26,0.29,0.27,0.27,0.41,0.8,0.91,1.09,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.473684211,0.473684211,0.947368421,0.473684211,0.681818182,0.681818182,0.931818182,0.681818182,0.0,0.0,0.691588785,0.691588785,0.925233645,0.691588785,0.06,0.07,-0.35,0.0,-0.23,-0.24,-0.5,-0.5,12.0,87.5,-1.0,-1.0,0.3,0.38,-1.0,-1.0,0.3,0.4,0.31,0.41,873619.32,169,28.0,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5207,0.07696957323906978,5169.345088757396,167.7778605723065,1.0,0
0.58,0.59,0.7,0.5,0.57,0.34,0.43,0.33,0.5,0.31,0.43,0.33,0.5,0.31,0.51,0.5,0.52,0.61,0.57,0.62,0.29,0.0,0.5,0.31,0.29,0.0,0.5,0.31,0.29,0.27,0.29,0.38,0.3,0.41,1.35,0.0,0.84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,-0.2,0.0,0.0,0.0,-0.21,-0.2,12.0,12.0,-1.0,-1.0,0.18,-1.0,-1.0,-1.0,0.08,-1.0,-0.15,-1.0,346769.12,169,37.0,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5203,0.05206488728055342,2051.888284023669,66.64791850855276,1.0,0
0.44,0.45,0.93,0.7,0.65,0.92,0.7,0.77,0.65,0.92,0.7,0.77,0.65,0.92,0.71,0.77,0.66,0.96,0.95,0.97,0.3,0.32,0.29,0.78,0.3,0.32,0.29,0.78,0.31,0.32,0.3,0.83,0.8,0.9,1.96,1.08,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.709090909,0.709090909,1.0,0.709090909,0.688888889,0.688888889,1.0,0.688888889,0.0,0.0,0.71942446,0.71942446,1.0,0.71942446,0.43,0.49,-0.43,0.0,-0.08,-0.12,-0.4,-0.48,14.0,16.0,-1.0,-1.0,0.05,0.2,-1.0,-1.0,0.14,0.21,0.22,0.26,75817.85,169,36.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5199,0.09398603090158542,448.6263313609468,14.583160223119831,1.0,0
0.35,0.38,0.42,0.48,0.51,0.92,0.48,0.45,0.5,0.92,0.48,0.45,0.5,0.92,0.48,0.48,0.48,0.4,0.27,0.63,0.2,0.18,0.22,0.83,0.2,0.18,0.22,0.83,0.17,0.1,0.18,0.12,0.03,0.27,2.01,0.9,4.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.25,0.1875,0.526315789,0.526315789,0.368421053,0.263157895,0.0,0.0,0.711538462,0.711538462,0.634615385,0.519230769,0.38,1.49,-0.1,0.28,-0.12,0.48,1.39,-0.18,73.0,87.5,-1.0,-1.0,0.81,2.61,-1.0,-1.0,0.85,2.06,0.86,2.26,121510.84,169,32.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5196,0.05265961546748432,718.9990532544379,23.38545804464973,1.0,0
0.67,0.67,0.78,0.56,0.58,0.7,0.57,0.5,0.6,0.7,0.57,0.5,0.6,0.7,0.52,0.0,0.6,0.36,0.0,0.41,0.36,0.33,0.37,0.63,0.36,0.33,0.37,0.63,0.35,0.0,0.4,0.28,0.0,0.32,1.51,0.96,1.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.945454545,0.945454545,0.945454545,0.945454545,0.92,0.92,0.96,0.92,0.0,0.0,0.883333333,0.883333333,0.954166667,0.879166667,0.0,2.19,-0.33,0.0,0.79,-0.12,0.34,0.2,8.0,15.0,-1.0,-1.0,0.53,0.16,-1.0,-1.0,0.5,0.16,0.44,0.08,4317833.45,169,28.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5195,0.08533813673867607,25549.310355029585,831.15177093359,1.0,0
0.44,0.3,0.18,0.41,0.41,0.69,0.41,0.42,0.41,0.69,0.41,0.42,0.41,0.69,0.41,0.44,0.41,0.71,0.74,0.69,0.18,0.3,0.12,0.12,0.18,0.3,0.12,0.12,0.18,0.36,0.12,0.43,0.74,0.12,1.0,1.71,0.7,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.569230769,0.569230769,0.8,0.553846154,0.582677165,0.582677165,0.834645669,0.57480315,0.0,0.0,0.633928571,0.633928571,0.860119048,0.630952381,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,2.0,2.0,-1.0,-1.0,0.93,2.3,-1.0,-1.0,0.97,2.73,0.98,2.36,7380887.84,168,32.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5191,0.09714873177449862,43933.85619047619,1421.8624234251588,1.0,0
